Studio ItemNo	BaseStudioItemNo	BL ItemNo	BL ItemKey	LDraw ItemNo	LDD ItemNo	Description	isPerfectForCulling	BLCatalogIndex	BLCatalogSubIndex	EasyModeIndex	IsAssembly?	flexible type	IsDecorated	XPCatalogIndex	XPCatalogSubIndex
-4810073	-4810073	_1013609	-4810073	_1013609.dat			o	0	0	0	false		false	0	0
-9528303	-9528303	_1013649	-9528303	_1013649.dat			o	0	0	0	false		false	0	0
179542	179542	10352c01pb06	179542	bl_10352c01pb06.dat		Horse, Movable Legs with Black Eyes, White Pupils, and Single Silver Buckle on Black Bridle Pattern	o	3	5	33	false		true	5119	5124
-8859919	-8859919	bl_3068	-8859919	bl_3068.dat		Tile 2 x 2	o	0	0	0	false		false	0	0
-9353844	-9353844	bl_15068	-9353844	bl_15068.dat		Brick, Round 3 x 6 x 1 Dome Half	o	0	0	0	false		false	0	0
-9945626	-9945626	87079	90265	bl_87079.dat		Tile 2 x 4	fromldraw	0	0	0	false		FALSE	0	0
-7882194	-7882194	bl_1751	-7882194	bl_1751.dat		Tile 4 x 4	o	0	0	0	false		false	0	0
-7895181	-7895181	bl_98138	-7895181	bl_98138.dat		Tile, Round 1 x 1	o	0	0	0	false		false	0	0
-2638901	-2638901	bl_3004	-2638901	bl_3004.dat		Brick 1 x 2	o	0	0	0	false		false	0	0
-6732576	-6732576	bl_3941	-6732576	bl_3941.dat		Brick, Round 2 x 2 with Axle Hole	o	0	0	0	false		false	0	0
-9612349	-9612349	bl_24246	-9612349	bl_24246.dat		Tile, Round 1 x 1 Half Circle Extended	o	0	0	0	false		false	0	0
-9883995	-9883995	bl_3846	-9883995	bl_3846.dat		Minifigure, Shield Triangular Short	o	0	0	0	false		false	0	0
-2097888	-2097888	-bl_11477	-2097888	bl_11477.dat		Slope, Curved 2 x 1 x 2/3	o	0	0	0	false		false	0	0
-9220435	-9220435	bl_4972	-9220435	bl_4972.dat		Minifigure, Shield Quadrilateral	o	0	0	0	false		false	0	0
47665	47665	6014bc01	47665	6014bc01.dat		Wheel 11mm D. x 12mm, Hole Notched for Wheels Holder Pin with Black Tire 21mm D. x 12mm - Offset Tread Small Wide (6014b / 6015)	o	109	-1	25	false		FALSE	5063	5073
94786	94786	6014bc05	94786	6014bc02.dat		Wheel 11mm D. x 12mm, Hole Notched for Wheels Holder Pin with Black Tire 21mm D. x 12mm - Offset Tread Small Wide, Band Around Center of Tread (6014b / 87697)	o	109	-1	25	false		FALSE	5063	5073
86919	86919	6014bc04	86919	6014bc03.dat		Wheel 11mm D. x 12mm, Hole Notched for Wheels Holder Pin with Black Tire 24 x 12 R Balloon (6014b / 56890)	o	109	-1	25	false		FALSE	5063	5073
79103	79103	6014bc02	79103	bl_6014bc02.dat		Wheel 11mm D. x 12mm, Hole Notched for Wheels Holder Pin with White Tire 21mm D. x 12mm - Offset Tread Small Wide (6014b / 6015)	o	109	-1	25	false		FALSE	5063	5073
86815	86815	6014bc03	86815	bl_6014bc03.dat		Wheel 11mm D. x 12mm, Hole Notched for Wheels Holder Pin with Black Tire Offset Tread Small Wide, Raised Groove (6014b / 60700)	o	109	-1	25	false		FALSE	5063	5073
101223	101223	6014bc06	101223	bl_6014bc06.dat		Wheel 11mm D. x 12mm, Hole Notched for Wheels Holder Pin with White Tire Offset Tread Small Wide, Raised Groove (6014b / 60700)	o	109	-1	25	false		FALSE	5063	5073
-3447282	-3447282	7062	256131	7062.dat		Slope 45 6 x 8 Double with Cutout	o	81	1	5	false		FALSE	5006	5006
256106	256106	7064	256106	7064.dat		Slope, Inverted 45 6 x 8 Double with 4 Holes and 4 Pin Holes and Opening on 1 Side	o	81	4	5	false		FALSE	5006	5023
251541	-105645	105645pb02	251541	105645p02.dat		Wheel 50 x 22 with Axle Hole and 6 Holes with Molded Black Hard Rubber Tire and Printed White 'GOODYEAR EAGLE' Pattern	o	108	1	25	false		true	5063	5072
207614	207614	42545	207614	42545.dat		Technic, Panel Car Mudguard Arched 13 x 2 x 5 Straight Top	o	94	11	17	false		FALSE	5028	5032
-2164476	-2164476	3388	225414	3388.dat		Wedge 5 x 1 x 1 1/3 with 4 x 1 Base Left	o	106	1	5	false		FALSE	5006	5008
-6103397	-6103397	3389	225415	3389.dat		Wedge 5 x 1 x 1 1/3 with 4 x 1 Base Right	o	106	1	5	false		FALSE	5006	5008
-3169887	-3169887	5414	237098	5414.dat		Wedge 4 x 1 Right	o	106	1	5	false		FALSE	5006	5008
-1021251	-1021251	5415	237097	5415.dat		Wedge 4 x 1 Left	o	106	1	5	false		FALSE	5006	5008
-1082982	-1082982	3465ac01.dat	-1082982	3465ac01.dat			o	0	0	0	false		false	0	0
231949	231949	3468c01	231949	100943p01.dat		Technic, Steering Axle with 2 Axle Holes and 2 Tow Ball Arms with Dark Bluish Gray Wheel Hub	o	94	15	15	true		FALSE	5034	5039
-9834446	-9834446	bl_49612	-9834446	bl_49612.dat		Brick, Round Corner 4 x 4 x 2 2/3 Dome Top	o	0	0	0	false		false	0	0
-4111303	-4111303	bl_3070	-4111303	bl_3070.dat		Tile 1 x 1	o	0	0	0	false		false	0	0
-1756517	-1756517	bl_3069	-1756517	bl_3069.dat		0 Tile 1 x 2 with Seed Packet	o	0	0	0	false		false	0	0
-3836407	-3836407	bl_69729	-3836407	bl_69729.dat		Tile 2 x 6	o	0	0	0	false		false	0	0
-7222899	-7222899	bl_14769	-7222899	bl_14769.dat		Tile, Round 2 x 2	o	0	0	0	false		false	0	0
-3906450	-3906450	bl_4740	-3906450	bl_4740.dat		Dish 2 x 2 Inverted (Radar)	o	0	0	0	false		false	0	0
-3496395	-3496395	bl_1621	-3496395	bl_1621.dat		Minifigure, Utensil Cane	o	0	0	0	false		false	0	0
257414	257414	7103	257414	bl_7103.dat		Minifigure, Headgear Head Cover, Ghost Shroud with Wavy Mouth, Hole on Top	o	59	6	30	false		false	5094	5097
-1367731	-1367731	72362	256096	_72362.dat		Dragon Head (Ninjago) Jaw with 2 Bar Handles on Back	o	3	3	33	false		FALSE	5119	5122
257001	-7215122	82445pb03	257001	bl_82445pb03.dat		Horse, Foal with Stud on Back with Molded Bright Light Orange Mane and Tail and Printed Black Eyes with Single Eyelashes Pattern	o	3	5	33	false		true	5119	5124
257002	-7215122	82445pb04	257002	bl_82445pb04.dat		Horse, Foal with Stud on Back with Molded Dark Pink Mane and Tail and Printed Black Eyes with Double Eyelashes Pattern	o	3	5	33	false		true	5119	5124
257003	257003	112958pb01	257003	bl_112958pb01.dat		Horse, Foal with Stud on Back with Molded Lavender Tail and Long Mane with Hole and Printed Black Eyes Pattern	o	3	5	33	false		true	5119	5124
255369	255369	6825a	255370	bl_6825.dat		Wheel Cover 5 Spoke Rimless and 9 Spoke Rimless for Wheel 72206pb01, 8 in Bag - 4 of Each (Multipack)	o	108	2	0	false		FALSE	5063	5559
-3589265	-3589265	62273	-3589265	_62273.dat			o	0	0	0	false		false	0	0
-1218758	-1218758	1006085	-1218758	_1006085.dat			o	0	0	0	false		false	0	0
-8785509	-8785509	1006110	-8785509	_1006110.dat			o	0	0	0	false		false	0	0
181197	181197	40918c01	181197	bl_40918c01.dat		Technic Linear Actuator Long with Dark Bluish Gray Ends	o	94	1	17	true		FALSE	5028	5028
-6210381	-6210381	bl_970c157pb01_3815_0	-6210381	bl_970c157pb01_3815_0.dat			o	0	0	0	false		true	0	0
-4297332	-4297332	bl_970c157pb01_3816_1	-4297332	bl_970c157pb01_3816_1.dat			o	0	0	0	false		true	0	0
-2828215	-2828215	bl_970c157pb01_3817_2	-2828215	bl_970c157pb01_3817_2.dat			o	0	0	0	false		true	0	0
256851	-5983036	970c157pb01	256851	bl_970c157pb01.dat		Hips and Medium Lavender Legs with Light Aqua Apron with Pockets and Light Nougat Flowers Pattern	o	59	19	28	true		true	5108	5112
-7713127	-7713127	bl_973pb6235c01_3814_0	-7713127	bl_973pb6235c01_3814_0.dat			o	0	0	0	false		true	0	0
256865	-3249653	973pb6235c01	256865	bl_973pb6235c01.dat		Torso Female Light Aqua Apron with Leaves, Light Nougat Flowers and Dark Pink Strawberries, Dark Turquoise Straps, Beaded Necklace Pattern / White Arms / Yellow Hands	o	59	15	28	true		true	5101	5102
-8832803	-8832803	bl_973pb6236c01_3814_0	-8832803	bl_973pb6236c01_3814_0.dat			o	0	0	0	false		true	0	0
256866	-3249653	973pb6236c01	256866	bl_973pb6236c01.dat		Torso Suit Jacket Open with Pockets, Medium Azure Scarf, Medium Lavender Vest, White Shirt, Orange Belt and Tie with Polka Dots Pattern / Tan Arms / Yellow Hands	o	59	15	28	true		true	5101	5102
-6747738	-6747738	_4254	-6747738	_4254.dat			o	0	0	0	false		false	0	0
-3398114	-3398114	_90033	-3398114	_90033.dat			o	0	0	0	false		false	0	0
248286	248286	731c10	248286	bl_731c10.dat		Technic, Shock Absorber 6.5L with Tan Piston Rod - Hard Spring, Tight Coils at Ends	o	94	14	16	false		FALSE	5040	5042
212201	248286	731c07	212201	bl_731c07.dat		Technic, Shock Absorber 6.5L with Black Piston Rod - Hard Spring, Tight Coils at Ends	o	94	14	16	false		FALSE	5040	5042
-6439227	-6439227	_90026	-6439227	_90026.dat			o	0	0	0	false		false	0	0
213033	213033	731c08	213033	bl_731c08.dat		Technic, Shock Absorber 6.5L with Black Piston Rod - Soft Spring, Tight Coils	o	94	14	16	false		FALSE	5040	5042
-2364823	-2364823	_80021	-2364823	_80021.dat			o	0	0	0	false		false	0	0
-9935723	-9935723	_80028	-9935723	_80028.dat			o	0	0	0	false		false	0	0
-5407010	-5407010	_1016386	-5407010	_1016386.dat			o	0	0	0	false		false	0	0
211579	211579	79717c01	211579	bl_79717c01.dat		Technic, Shock Absorber 9L with Black and Light Bluish Gray Ends	o	94	14	16	false		FALSE	5040	5042
222149	222149	2665	222149	bl_2665.dat		Minifigure, Weapon Pack Monkie Kid, Swords and Accessories, 8 in Bag (Multipack)	o	59	13	32	false		FALSE	5114	5117
-7215122	-7215122	82445	-7215122	bl_82445.dat		Horse, Foal with Stud on Back	o	0	0	0	false		false	0	0
-3878999	-3878999	79736	209391	79736.dat		Minifigure, Utensil Watering Can	o	59	12	32	false		FALSE	5114	5116
-4877043	-4877043	4045	230884	4045b.dat		Slope, Curved 1 x 4 with Rounded Ends	o	81	2	6	false		FALSE	5007	
-5007210	-5007210	2558c02	52631	bl_2558c02.dat		Boat, Hull Large Stern 14 x 16 x 5 1/3 with Red Top (2558 / 2559)	o	11	-1	27	false		FALSE	5075	5077
-3377839	-3377839	2558c03	52720	bl_2558c03.dat		Boat, Hull Large Stern 14 x 16 x 5 1/3 with (Same Color) Top (2558 / 2559)	o	11	-1	27	false		FALSE	5075	5077
-6627207	-6627207	2558c04	52721	bl_2558c04.dat		Boat, Hull Large Stern 14 x 16 x 5 1/3 with Dark Gray Top (2558 / 2559)	o	11	-1	27	false		FALSE	5075	5077
-5398968	-5398968	2684c01b	66253	bl_2684c01.dat		Monorail Motor 9V with Long Couplings	o	63	-1	26	false		FALSE	5178	5201
-6919233	77238	61409	77238	61409b.dat		Slope 18 2 x 1 x 2/3 with Grille	o	81	1	5	false		FALSE	5006	5006
-7375290	-7375290	4739a	17488	4739a.dat		Container, Treasure Chest Lid Curved with Thick Hinge	o	21	-1	12	false		FALSE	5087	5089
258905	-4111303	3070pb384	258905	bl_3070pb384.dat		Tile 1 x 1 with Gold and Tan Magic Compass with Thick Red Needle Pattern	o	98	1	7	false		true	5014	
258904	-7895181	98138pb461	258904	bl_98138pb461.dat		Tile, Round 1 x 1 with Dark Brown Aztec Gold Coin with Minifigure Skeleton Head Pattern	o	98	3	8	false		true	5015	
255624	-1756517	3069pb1397	255624	bl_3069pb1397.dat		Tile 1 x 2 with Cell Phone / Smartphone with GPS Map on Screen Pattern	o	98	1	7	false		true	5014	
257110	-1756517	3069pb1332	257110	bl_3069pb1332.dat		Tile 1 x 2 with Bright Light Yellow and Medium Nougat Focaccia Bread Pattern	fromldraw	0	0	0	false		true	0	
257052	-7222899	14769pb745	257052	bl_14769pb745.dat		Tile, Round 2 x 2 with Bottom Stud Holder with Dish with Green and Bright Light Yellow Pasta and Lime Basil Leaves Pattern	o	98	3	8	false		true	5015	
259071	259071	7054	259071	bl_7054.dat		Minifigure, Hair Female Long Wavy with Parted Bangs Swept Back, Smooth Top with Pin Hole	o	59	3	30	false		FALSE	5094	5096
259702	259702	36036pb100	259702	bl_36036pb100.dat		Lower Body, Skirt with Robe with Black Gathers and Dark Green Wrinkles Pattern	o	59	18	0	false		true	5108	5114
260381	260381	973c101	260381	bl_973c101.dat		Torso Plain / Dark Blue Arms / Light Nougat Hands	o	0	0	0	false		false	0	0
-1865722	-1865722	bl_973pb6366c01_3814_0	-1865722	bl_973pb6366c01_3814_0.dat			o	0	0	0	false		true	0	0
259697	-3249653	973pb6366c01	259697	bl_973pb6366c01.dat		Torso Robe with with Black Gathers and Dark Green Wrinkles, Round Clasp Pattern / Sand Green Arms / Sand Green Hands	o	59	15	28	true		true	5101	5102
-9344112	-9344112	bl_973pb6326c01_3814_0	-9344112	bl_973pb6326c01_3814_0.dat			o	0	0	0	false		true	0	0
259254	-3249653	973pb6326c01	259254	bl_973pb6326c01.dat		Torso Jacket Open with Black Straps, Dark Orange Buttons and Sash, White Shirt Pattern / White Arms / Light Nougat Hands	o	59	15	28	true		true	5101	5102
244751	244751	102264pb01	244751	bl_102264pb01.dat		Minifigure, Headgear Cap, Santa with Molded Red Top Pattern	o	59	6	30	false		true	5094	5097
258903	258903	7241	258903	bl_7241.dat		Wedge 4 x 4 (Slope 45 Corner)	o	106	1	5	false		FALSE	5006	5008
-1291149	-1291149	bl_59595c00pb37_59595_0	-1291149	bl_59595c00pb37_59595_0.dat			o	0	0	0	false		true	0	0
-3063824	-_92248	-_92248	-_92248	_92248.dat			o	0	0	0	false		false	0	0
259044	246470	59595c00pb37	259044	bl_59595c00pb37.dat		Mini Doll Hips and Skirt Long with Molded Black Legs and Printed Dark Purple Dress Hem and Spots, Silver Wavy Lines and Striped Coat Ends Pattern - Thick Hinge	o	120	8	0	false		true	5108	5113
257878	257878	79435	257878	bl_79435.dat		Minifigure, Head, Modified Giant	o	59	5	29	false		FALSE	5094	5095
258808	-8271620	3626pb3963	258808	bl_3626pb3963.dat		Minifigure, Head Black Eyebrows, Reddish Brown Cheek Lines and Chin Dimple, Slight Smile Pattern	o	59	4	29	false		true	5094	5094
259701	-8271620	3626pb4011	259701	bl_3626pb4011.dat		Minifigure, Head Female Black Squared Eyebrows, Eyelashes and Eyes, Dark Green Lips, Closed Mouth Neutral Pattern	o	59	4	29	false		true	5094	5094
259322	259322	7729	259322	bl_7729.dat		Brick, Modified 1 x 1 x 1 2/3 with Studs on 3 Sides	fromldraw	0	0	0	false		FALSE	0	0
259477	259477	78522pb010	259477	bl_78522pb010.dat		Slope, Curved 6 x 4 Double with Black Eyes, White and Light Bluish Gray Bushy Eyebrows and Moustache, Medium Nougat Crow's Feet Pattern (Santa Face)	o	81	3	6	false		true	5007	
259326	-1756517	3069pb1416	259326	bl_3069pb1416.dat		Tile 1 x 2 with Black Sign with Metallic Gold '10361' Pattern	o	98	1	7	false		true	5014	
260614	260614	6320	260614	bl_6320.dat		Tile 6 x 8	fromldraw	0	0	0	false		false	0	
259450	259450	7452	259450	bl_7452.dat		Bracket 1 x 2 - 2 x 4 Inverted	fromldraw	0	0	0	false		FALSE	0	0
259325	259325	27507pb23	259325	bl_27507pb23.dat		Tile, Round Corner 4 x 4 Macaroni with Metallic Gold Sign with Black 'HOLIDAY EXPRESS' Pattern	o	98	3	8	false		true	5015	
259475	251582	59349pb415	259475	bl_59349pb415.dat		Panel 1 x 6 x 5 with Black Belt, Gold Buckle and Button, Dark Red Crease and White Fur Pattern	o	66	-1	9	false		true	5017	
-4362793	-4362793	bl_973pb6348c01_3814_0	-4362793	bl_973pb6348c01_3814_0.dat			o	0	0	0	false		true	0	0
259424	-3249653	973pb6348c01	259424	bl_973pb6348c01.dat		Torso Vest with Black Pockets, Copper Buckle, Curls, Dots and Sparkles, Gold Chain Watch over White Shirt, Dark Blue Tie with Clip Pattern / White Arms / Yellow Hands	o	59	15	28	true		true	5101	5102
-9309212	-9309212	bl_973pb6347c01_3814_0	-9309212	bl_973pb6347c01_3814_0.dat			o	0	0	0	false		true	0	0
259423	-3249653	973pb6347c01	259423	bl_973pb6347c01.dat		Torso Dark Blue Overalls with Pocket, Stitches, Gold Buckles, Buttons and Pen over Shirt and Tan Sweater Pattern / Bright Light Blue Arms / Yellow Hands	o	59	15	28	true		true	5101	5102
-6019763	-6019763	bl_973pb6346c01_3814_0	-6019763	bl_973pb6346c01_3814_0.dat			o	0	0	0	false		true	0	0
259422	-3249653	973pb6346c01	259422	bl_973pb6346c01.dat		Torso Jacket with Dark Orange and Tan Stripes, Pockets, Silver Buttons and Zipper over Olive Green Sweater Pattern / Dark Red Arms / Yellow Hands	o	59	15	28	true		true	5101	5102
-6863030	-6863030	bl_973pb6345c01_3814_0	-6863030	bl_973pb6345c01_3814_0.dat			o	0	0	0	false		true	0	0
259421	-3249653	973pb6345c01	259421	bl_973pb6345c01.dat		Torso Jacket with Hood, Tan Fur, Dark Green Trim, Pockets with Medium Nougat Leather Straps, Laces, Gold Toggle Buttons Pattern / Olive Green Arms / Yellow Hands	o	59	15	28	true		true	5101	5102
259659	259659	7257	259659	bl_7257.dat		Minifigure, Weapon Whip Coiled - 3 Holes	o	59	13	32	false		FALSE	5114	5117
260578	260578	5850	260578	bl_5850.dat		Arch 1 x 3 x 2 with Flat End	o	13	2	6	false		false	5004	5003
211899	211899	92240	211899	bl_92240.dat		Mini Doll, Head Friends Male Large, Plain	o	120	4	0	false		FALSE	5094	5099
259280	-8271620	3626pb3988	259280	bl_3626pb3988.dat		Minifigure, Head Black Eyebrows, One Raised, Dark Orange Creases and Chin Dimple, Closed Mouth Smirk Pattern	o	59	4	29	false		true	5094	5094
259316	-8271620	3626pb3993	259316	bl_3626pb3993.dat		Minifigure, Head Dual Sided Dark Tan Eyebrows, Dark Orange Wrinkles, Slight Smile / Open Mouth Scowl Pattern (Admiral Motti)	o	59	4	29	false		true	5094	5094
259317	-8271620	3626pb3994	259317	bl_3626pb3994.dat		Minifigure, Head Dual Sided Reddish Brown Eyebrows, Dark Orange Wrinkles, Frown / Open Mouth Scowl Pattern (General Tagge)	o	59	4	29	false		true	5094	5094
259387	-8271620	3626pb3997	259387	bl_3626pb3997.dat		Minifigure, Head Dual Sided Dark Tan Eyebrows, White Pupils, Dark Orange Cheek Lines and Creases, Frown / Open Mouth Scowl Pattern (Director Krennic)	o	59	4	29	false		true	5094	5094
-1552873	-1552873	bl_973pb6336c01_3814_0	-1552873	bl_973pb6336c01_3814_0.dat			o	0	0	0	false		true	0	0
259313	-3249653	973pb6336c01	259313	bl_973pb6336c01.dat		Torso SW Imperial Officer 23, Black Belt with Silver Buckle and Dot, Red Rank Badge, 3 Code Cylinders Pattern (General Tagge) / Dark Bluish Gray Arms / Light Nougat Hands	o	59	15	28	true		true	5101	5102
259281	-8271620	3626pb3989	259281	bl_3626pb3989.dat		Minifigure, Head Female Black Eyebrows, One Raised, Eyelashes, Nougat Lips and Smile Crease, Closed Mouth Frown Pattern	o	59	4	29	false		true	5094	5094
259283	-8271620	3626pb3991	259283	bl_3626pb3991.dat		Minifigure, Head Black Eyebrows, Dark Brown Chin Dimple and Creases, Closed Mouth Frown Pattern	o	59	4	29	false		true	5094	5094
242815	242815	x400c10	242815	104928.dat		Electric, Fiber Optics Cable Wide 10L / 8.0cm	o	33	3	13	false		FALSE	5128	5130
242816	242816	x400c28	242816	109497.dat		Electric, Fiber Optics Cable Wide 28L / 22.4cm	o	33	3	13	false		FALSE	5128	5130
186061	113922	11291pb06	186061	11291dy0.dat		Wedge 3 x 4 x 2/3 Curved with Cutout with Double Yellow Stripes Pattern (Sticker) - Set 75877	o	107	-1	5	false		true	5006	5008
225336	119122	11477pb165l	225336	11477d00.dat		Slope, Curved 2 x 1 x 2/3 with Red Curved Lines Taillights Pattern Model Left Side (Sticker) - Set 75880	o	81	3	6	false		true	5007	
215537	119122	11477pb162r	215537	11477d02.dat		Slope, Curved 2 x 1 x 2/3 with Black Triangle and Dark Orange Stripe Pattern Model Right Side (Sticker) - Set 75880	o	81	3	6	false		true	5007	
220147	119122	11477pb162l	220147	11477d03.dat		Slope, Curved 2 x 1 x 2/3 with Black Triangle and Dark Orange Stripe Pattern Model Left Side (Sticker) - Set 75880	o	81	3	6	false		true	5007	
215534	119122	11477pb163l	215534	11477d0c.dat		Slope, Curved 2 x 1 x 2/3 with Black Curved Line and Dark Bluish Gray Air Vent Pattern Model Left Side (Sticker) - Set 75880	o	81	3	6	false		true	5007	
198343	119122	11477pb110r	198343	11477d0d.dat		Slope, Curved 2 x 1 x 2/3 with Dark Blue, Blue, and White Triangles Pattern Model Right Side (Sticker) - Set 75885	o	81	3	6	false		true	5007	
198344	119122	11477pb110l	198344	11477d0e.dat		Slope, Curved 2 x 1 x 2/3 with Blue and White Triangles on Dark Blue Background Pattern Model Left Side (Sticker) - Set 75885	o	81	3	6	false		true	5007	
215535	119122	11477pb163r	215535	11477dyy.dat		Slope, Curved 2 x 1 x 2/3 with Black Curved Line and Dark Bluish Gray Air Vent Pattern Model Right Side (Sticker) - Set 75880	o	81	3	6	false		true	5007	
220146	119122	11477pb165r	220146	11477dyz.dat		Slope, Curved 2 x 1 x 2/3 with Red Curved Lines Taillights Pattern Model Right Side (Sticker) - Set 75880	o	81	3	6	false		true	5007	
245626	119785	14769pb711	245626	14769pz4.dat		Tile, Round 2 x 2 with Bottom Stud Holder with Black Dot / Eye Pattern	o	98	3	8	false		true	5015	
186081	122934	15068pb238r	186081	15068dy9.dat		Slope, Curved 2 x 2 x 2/3 with Black Number 16 and Double Yellow Stripes on Dark Bluish Gray Background Pattern Model Right Side (Sticker) - Set 75877	o	81	3	6	false		true	5007	
186080	122934	15068pb238l	186080	15068dya.dat		Slope, Curved 2 x 2 x 2/3 with Black Number 16 and Double Yellow Stripes on Dark Bluish Gray Background Pattern Model Left Side (Sticker) - Set 75877	o	81	3	6	false		true	5007	
200266	122934	15068pb341	200266	15068dyb.dat		Slope, Curved 2 x 2 x 2/3 with Shell Logo, 'KASPERSKY lab', Pirelli Logo, 'MAHLE', and 'telcel' Pattern (Sticker) - Set 75879	o	81	3	6	false		true	5007	
245947	122934	15068pb585	245947	15068dyd.dat		Slope, Curved 2 x 2 x 2/3 with Black Stripe, Trapezoid Air Intake and White Glint Line Pattern (Sticker) - Set 75881	o	81	3	6	false		true	5007	
245943	122934	15068pb582	245943	15068dyf.dat		Slope, Curved 2 x 2 x 2/3 with Number 2 in White Circle and Light Bluish Gray Stripe with Lines Pattern (Sticker) - Set 75881	o	81	3	6	false		true	5007	
245946	122934	15068pb584	245946	15068dyg.dat		Slope, Curved 2 x 2 x 2/3 with Black Number 2 in White Circle Pattern (Sticker) - Set 75881	o	81	3	6	false		true	5007	
245945	122934	15068pb583	245945	15068dyh.dat		Slope, Curved 2 x 2 x 2/3 with 'FORD' and Light Bluish Gray Stripe with Lines Pattern (Sticker) - Set 75881	o	81	3	6	false		true	5007	
234122	122934	15068pb524	234122	15068dyl.dat		Slope, Curved 2 x 2 x 2/3 with Ferrari Logo and Red Stripes Pattern (Sticker) - Set 75886	o	81	3	6	false		true	5007	
231336	141671	22385pb309	231336	22385p02.dat		Tile, Modified 2 x 3 Pentagonal with Ornate Round and 3 Arched Silver Windows with Dark Brown Lattice, Dark Tan Arches and Lines Pattern	o	98	2	9	false		true	5016	
61477	35	2340pb026l	61477	2340d0b.dat		Tail 4 x 1 x 3 with White 'C 26' on Blue Background Pattern on Left Side (Sticker) - Set 4022	o	92	-1	27	false		true	5075	5080
61478	35	2340pb026r	61478	2340d0c.dat		Tail 4 x 1 x 3 with White 'C 26' on Blue Background Pattern on Right Side (Sticker) - Set 4022	o	92	-1	27	false		true	5075	5080
168512	147858	24121pb001l	168512	24121d01.dat		Technic, Gear Rack 11 x 11 Curved with Crushing Hazard Danger Sign and Red and White Danger Stripes Pattern Model Left Side (Stickers) - Set 42055	o	94	8	16	false		true	5040	5041
168511	147858	24121pb001r	168511	24121d02.dat		Technic, Gear Rack 11 x 11 Curved with Crushing Hazard Danger Sign and Red and White Danger Stripes Pattern Model Right Side (Stickers) - Set 42055	o	94	8	16	false		true	5040	5041
184458	84	2431pb0617	184458	2431d0o.dat		Tile 1 x 4 with Black 'PORSCHE' on Brake Caliper Pattern (Sticker) - Set 42056	o	98	1	7	false		true	5014	
184459	84	2431pb0618	184459	2431d0p.dat		Tile 1 x 4 with 'GT3RS 4.0' Pattern (Sticker) - Set 42056	o	98	1	7	false		true	5014	
236211	84	2431pb0862	236211	2431p80.dat		Tile 1 x 4 with Red Triangle Pattern (BrickHeadz Shadow Forehead)	o	98	1	7	false		true	5014	
146702	84	2431pb0429	146702	2431pt9.dat		Tile 1 x 4 with 'GT3RS LG-P' and Variable Code Pattern	o	98	1	7	false		true	5014	
166022	84	2431pb0521	166022	2431pta.dat		Tile 1 x 4 with 'Chiron LT-B' and Variable Code Pattern	o	98	1	7	false		true	5014	
190096	84	2431pb0636	190096	2431ptb.dat		Tile 1 x 4 with 'SIAN LT-L' and Variable Code Pattern	o	98	1	7	false		true	5014	
217363	84	2431pb0800	217363	2431ptc.dat		Tile 1 x 4 with Ferrari Logo White Horse, 'LT-F' and 8-digit Serial Number Pattern	o	98	1	7	false		true	5014	
243596	84	2431pb0891	243596	2431ptd.dat		Tile 1 x 4 with Dark Silver 'P1', 'LT-M' and 8-Digit Serial Number Pattern	o	98	1	7	false		true	5014	
242556	84	2431pb0887	242556	2431pzw.dat		Tile 1 x 4 with Dark Turquoise Flower and Bright Light Yellow Lines Pattern (BrickHeadz Joy Dress Top)	o	98	1	7	false		true	5014	
132130	280	3004pb126	132130	3004pf0.dat		Brick 1 x 2 with Magenta Cross and Animal Paw Pattern	o	14	1	1	false		true	5001	
231281	299	3005pb063	231281	3005p07.dat		Brick 1 x 1 with Silver Arched Window with Dark Brown Lattice and Dark Tan Arches Pattern	o	14	1	1	false		true	5001	
231280	299	3005pb062	231280	3005p08.dat		Brick 1 x 1 with Shelves and Potion Bottles with Black Labels, Silver Tops, and Green, Nougat, and Reddish Brown Contents Pattern	o	14	1	1	false		true	5001	
208866	316	3009pb243	208866	3009d0u.dat		Brick 1 x 6 with Silver and Metallic Light Blue Stars and Dots Pattern (Sticker) - Set 40484	o	14	1	1	false		true	5001	
17462	316	3009pb017	17462	3009p07.dat		Brick 1 x 6 with Dark Pink Flower and Green Leaves on Yellow Arch Pattern	o	14	1	1	false		true	5001	
17454	326	3010pb017	17454	3010p0i.dat		Brick 1 x 4 with Black Dollar Sign on Yellow Badge Pattern	o	14	1	1	false		true	5001	
57396	42261	30185c03pb01	57396	30185c06.dat		Window Bay 3 x 8 x 6 with Fixed Trans-Light Blue Glass with Hamburger on White Stripes Pattern	o	111	-1	11	false		true	5057	5061
41366	42261	30185c05pb01	41366	30185c07.dat		Window Bay 3 x 8 x 6 with Fixed Trans-Green Glass with Yellow Star Police Shield Logo on White Stripes Pattern	o	111	-1	11	false		true	5057	5061
90803	986	553pb007	90803	30367bps8.dat		Brick, Round 2 x 2 Dome Top with SW Astromech Droid Dark Silver Panels, Bright Light Blue Dot Pattern	o	14	3	2	false		true	5002	5002
127629	986	553pb020	127629	30367cps1.dat		Brick, Round 2 x 2 Dome Top with Tan Pattern (Astromech Droid)	o	14	3	2	false		true	5002	5002
169724	17085	3068pb1176	169724	3068bd1r.dat		Tile 2 x 2 with Screen with White '961985' and Pixelated Pattern (Sticker) - Set 75827	o	98	1	7	false		true	5014	
